customer_id,transaction_date,amount,service
59314495-d62f-4e1c-9e24-cd16ae5336aa,2024-05-03,88.86,TV
ef9112ab-cdc6-4eeb-9c74-55b08d1f645f,2024-05-11,171.98,Phone
bcbe913c-5c64-4f3a-b36c-a19d1153163d,2023-09-02,85.85,Internet
fca22fa0-4675-40bb-9462-29c3709a6d4f,2024-06-05,168.09,Internet
05b25b94-f7aa-4f1d-a44f-a05ce0d4b170,2024-05-20,466.87,Phone
946dcd3a-d19e-4820-9c39-05dea7477727,2023-12-18,334.33,TV
d7ec4a85-b8c8-4771-8b81-d240c68e098b,2024-06-04,290.61,TV
6c3218ed-bac3-409b-9c1a-5b6a963ba290,2021-08-31,394.18,TV
4dfb3697-207e-4e70-b23d-7776cdb014e0,2024-03-30,117.78,Internet
1b059898-64af-433f-8c9b-fc780bab345e,2023-11-20,43.41,Phone
a9c3b94b-e5cd-427f-9fbd-b080f85b760b,2022-05-08,213.81,Phone
f98b4e20-b5ae-45e1-ae88-abaf9fe91e33,2022-12-02,55.05,Internet
828db449-58e4-4fa5-889f-dd052d65f486,2023-12-06,114.54,TV
bfffb31b-5b29-4bf0-aa11-01b8a46ea917,2023-12-09,186.79,Internet
fe33b07b-35eb-4eaa-b514-35c6766f9ff0,2022-06-24,378.8,Phone
0f47f908-eba4-4ba4-92a1-923a82700e89,2023-10-08,498.35,Phone
b3bbf6c0-1a50-430b-9586-70e7b34b6d32,2024-03-08,66.21,TV
df72c59e-daf4-4fbf-9d5e-8f73842fb334,2024-01-28,127.77,Phone
9306971d-d176-4392-b803-601d711296ae,2023-06-16,460.12,Internet
481acf2a-8a6d-4c90-ac22-0c987ee93dce,2024-04-24,29.54,TV
3240576b-20e9-4826-8b28-c44183a2b823,2023-10-04,458.81,Internet
36cb4ef7-2f74-489c-a2de-5072a56fd521,2022-10-24,135.73,Phone
b4ed7ba2-3a0e-4b00-a32f-3975eac65f15,2023-03-31,22.11,Phone
d9138997-2ef8-48da-92f0-fda91edd3263,2023-06-28,387.54,Phone
81ec7f03-0d40-4cf4-a6c7-f2af5f7b7480,2024-05-25,259.28,TV
924ecbdc-ce4d-4cb3-a215-b176957e14a1,2023-09-28,155.25,Phone
18cfd4a8-64ea-43be-9123-2636f95d1ce7,2024-06-10,166.95,Internet
c6b4c078-bffd-4416-918b-d07e45075c39,2024-02-03,57.02,Phone
b7fce385-8b48-43f4-8e93-ed208a5265b8,2023-11-06,13.59,Internet
01d93000-5eaf-498d-8c8c-9c64556b732d,2023-06-29,338.46,Internet
61bfb9c9-0e9c-4557-9c32-dad4918b961a,2024-01-19,345.85,Internet
9e6d1cd2-028d-4e39-825a-e0d9815d821d,2023-10-05,273.5,Phone
990f6cfa-99fd-4703-82e9-d145d5cf9f8a,2023-03-05,488.35,TV
2c20bf78-6baa-4a72-b374-30bdd3f6a7c4,2024-06-10,410.21,Internet
6af03589-0d6b-4f4e-908e-08c046752a70,2023-07-24,346.16,Internet
852afe1e-d16a-4f29-9629-d7367cbc9795,2023-07-13,361.27,Internet
30acabf8-b306-4791-b38d-1a1df7b29b85,2023-06-08,45.89,Internet
798d0a11-2269-45fc-bc61-f0b05ea50dc7,2023-06-02,133.43,Internet
d8097277-b429-44d5-8968-e6018fa1abab,2024-04-02,412.59,TV
b8813b85-732b-4f2c-a05a-4042ed8eddd6,2023-12-15,200.14,Phone
e736bea4-e17f-47dd-a01d-70a755fb24b0,2022-01-22,222.18,Internet
05c070c5-a347-4308-91e2-e65f38906137,2023-10-11,339.92,Phone
d3ed127a-a324-4fcf-8e29-88b8457eb2d4,2024-02-13,324.3,Phone
9dfd96b6-1597-4276-b411-5f30f04ab10b,2024-05-03,380.42,Phone
84934c70-d378-4e72-99b7-cd35c9d408de,2024-05-10,353.43,Internet
8891210f-b969-4c0a-9526-4bf77af118da,2023-04-17,464.74,Internet
ed9e6673-e2d3-4409-8001-9e64a21fde23,2023-04-27,395.58,TV
62e6af1e-d9de-410f-9760-15db09091f10,2023-11-20,52.39,TV
3240576b-20e9-4826-8b28-c44183a2b823,2024-04-29,203.61,Phone
bb4bf26a-1cf4-4a93-9f12-f66334db101d,2024-05-29,242.25,Phone
034bf8a0-1ffd-410b-ad07-19c487350808,2023-10-27,76.83,TV
1430df34-646b-43e6-b018-a412951f5296,2022-09-26,400.77,Phone
831700e2-3a3c-439f-8ea1-b38ce92f77bf,2023-05-21,480.47,Internet
725aee9b-ed9b-4463-9822-71a9898a5a50,2023-11-23,341.87,Phone
5b38c22f-8f3b-410c-92bb-414de1e719a4,2024-05-30,192.83,Internet
c73ee657-76f3-405d-9cce-3edb6eb6daee,2024-06-02,438.64,Internet
dac34ad4-b056-40c8-9973-a7cc41955668,2024-04-24,30.47,Phone
30e6414d-64fd-4d7f-82b2-b1ded8150ddc,2023-11-06,203.1,Phone
d01490e7-ce6d-4d34-85f7-1abb90d5ffd8,2024-01-20,51.71,Internet
a5d844ac-bad3-4edb-b93a-b323252c4457,2023-12-25,373.3,Phone
097f0ff2-d3a0-42d6-96f5-8e299d92a4c7,2022-02-27,113.75,Phone
39285412-c3fc-4447-885d-d8b68a735c48,2023-01-14,261.15,Internet
8d765ff0-e2ae-4253-b28c-9819180662eb,2022-03-22,118.19,TV
7199056f-7338-48a3-9efd-f795a1333ad7,2023-06-21,66.17,Phone
04123d7f-0e4f-4ed0-9a74-a5d8e9b7f5b1,2021-11-25,287.97,Internet
39285412-c3fc-4447-885d-d8b68a735c48,2023-04-30,378.01,Phone
3ac680ad-2404-4d1b-915e-e0bd700bc4cf,2023-07-10,325.89,Internet
7ff3cfc2-3ff3-45bf-adce-c609b25beac4,2023-04-29,339.13,TV
92a92f45-71fc-428d-83ee-020543735923,2022-08-17,106.73,Phone
13f4d4bc-70fb-442d-a7fe-153503c3893d,2024-05-25,476.25,TV
50d19f66-ac17-4fac-9d8a-9cb004c7a97c,2024-02-18,338.93,Internet
a39eda58-29de-4e07-b5f6-13e08b9395da,2024-05-30,149.72,Internet
219e5cd6-2261-485d-adb4-70fbe1a6b647,2024-04-10,104.81,TV
4b974164-77f1-496e-8b21-7f3f4db6803c,2024-01-06,170.89,Phone
7a28cd35-0f61-4888-b6ee-420dab1b973c,2023-01-20,349.79,Internet
40750303-8a86-4392-a32f-474b9901f0a6,2024-03-17,287.76,TV
481acf2a-8a6d-4c90-ac22-0c987ee93dce,2024-04-20,219.87,Internet
c14fd272-a1ec-4df1-b40a-3e912aa503d9,2022-05-20,130.63,Internet
12d306d2-e0ba-42bc-b4ef-e7bab6635203,2023-09-05,372.51,TV
5c83d801-04da-46c0-b990-00919c6d1314,2024-05-21,421.65,Internet
78b64c33-7d60-4c54-9cf0-1c0d17057e5d,2023-12-16,369.16,TV
fa35160f-e19d-4ceb-b0c3-ad3bbb99236c,2024-04-25,228.23,TV
13f4d4bc-70fb-442d-a7fe-153503c3893d,2024-03-18,280.32,Internet
b2208202-7dcd-438e-8f1d-60aeb1bd19a0,2023-05-09,307.25,TV
02c1cc58-c0cf-491a-9825-613641bb663f,2024-06-07,414.96,Phone
f83e0be3-b1e7-4d3d-9571-087d00eddfa2,2023-09-10,138.98,Phone
f32d7168-1226-4e63-9c15-b73d2579228e,2023-12-17,366.44,Internet
d0a4467d-4ed8-4b8f-acbb-cdfd132ff350,2024-01-06,258.52,Internet
94dd7a11-d75f-4dd5-b81b-3a112c047194,2023-07-07,295.13,TV
755e9163-fd75-4caf-9b72-a436b24f9f16,2024-06-04,299.12,Internet
3f25700b-c96b-4746-8a67-3e8fa44238a9,2022-12-21,137.7,Phone
e21dd8a1-420f-4c95-833a-a3bd2ad0ade2,2024-01-22,330.41,Internet
e5665acc-8b84-4392-b318-aae9c71acd51,2023-10-30,202.32,Phone
4a075b28-09d1-4295-8e5f-4648e417a883,2023-06-25,430.01,Internet
4c6050b9-f35b-4b44-8f4f-69aa0674ab34,2024-02-07,255.55,Internet
eb61de55-7bb3-4933-8bb0-763ad6ef0356,2024-01-26,188.29,Internet
0724cbbe-c693-43f1-b574-e0e921a3200b,2022-11-24,127.05,Phone
52ba785a-2816-4f5e-a43e-98c18157ad03,2024-01-21,91.26,Phone
29505ed6-44cc-404b-8030-e63541ad1c32,2023-09-02,228.65,Internet
40750303-8a86-4392-a32f-474b9901f0a6,2023-10-05,474.87,Phone
a2f7f83b-d4d5-438c-9e4c-69a5b222b489,2022-12-01,484.19,Phone
c497c8b5-a092-4c2f-b8e8-f2636bdcc41b,2023-01-25,246.92,TV
391878dc-b1da-4adb-bbba-f9394936b340,2023-03-09,117.22,TV
5afe75f1-da5a-4d82-b8e9-e896fd677184,2024-03-11,40.8,TV
6871c262-425c-4876-bb00-eec9515f2082,2024-03-12,30.98,Internet
e7f3d7fb-e110-4c89-b9e9-8a21776b7b53,2023-10-28,454.79,TV
024a026a-6015-4431-ac5c-83c2c3a97276,2023-01-28,240.14,TV
47d2cc18-bad2-41da-a8f8-b811c6088cd3,2024-02-21,32.75,Phone
31d3dda9-9f92-4c5f-8c64-4a59275c14d5,2024-01-26,60.58,Phone
02d919fa-95c0-4780-b88d-018f0d2c77af,2023-06-01,416.53,Phone
ee8fef71-04c8-443e-97f1-aeb98005b9ac,2024-04-25,293.53,Phone
53af24eb-9a33-4f89-9926-d40e47b72e2f,2024-02-20,194.56,TV
e5665acc-8b84-4392-b318-aae9c71acd51,2023-11-28,297.96,Internet
ff409828-25fb-4c5f-8ef9-a54c41e7a490,2024-06-02,133.28,Internet
4bba5102-7e89-41ef-a586-c6528fa570b6,2023-06-15,208.86,TV
13f4d4bc-70fb-442d-a7fe-153503c3893d,2023-12-03,398.4,Phone
d3ed127a-a324-4fcf-8e29-88b8457eb2d4,2024-05-24,255.9,Internet
37642ece-0cb4-40d1-8c2f-85ba74ee0215,2022-09-09,91.15,Internet
cbf97a3b-e337-452c-b320-ade94aa0f2bf,2024-03-16,325.3,Internet
75be5157-9944-461d-8d9e-0b8c86575a64,2024-04-27,101.58,TV
44757874-6023-45d5-bb6a-e68118699993,2024-01-04,361.48,Internet
e89030bc-674b-4653-aff9-61b0dc751bb2,2024-05-20,122.87,TV
fe22d06a-e576-496d-86fd-1365fad5e2de,2024-01-05,65.54,Phone
2b849215-653b-430a-9a6d-9f61eb72462c,2022-12-15,244.72,Phone
820dbe39-2602-41d8-86c5-91df6b7add6d,2023-01-20,327.16,TV
0906e30d-a6d9-44f2-8a46-a506ec16643a,2022-09-05,129.4,Internet
b38aee0b-f1f2-43c7-91b7-ab5ba54d8952,2023-11-15,300.25,Internet
7fb5513f-04c1-4950-85ee-849ee012b2eb,2022-05-25,261.19,Phone
7e8174df-be08-4b2c-932c-6cbc6871a82f,2023-09-05,37.4,TV
2d851b8b-469e-4bdb-b5e7-6c7d03f4671f,2024-05-06,98.22,TV
35a0ed01-4d00-41f4-b682-be8c8f1903f1,2023-03-27,484.93,Phone
16f5c17c-48d7-4548-84c8-fe1582bc01d2,2024-04-06,440.47,Phone
1dfa0029-5908-4af2-9436-1db23cab6673,2024-02-15,412.44,Internet
eb4cf7d6-118d-4d04-aefa-29270baf5d75,2024-04-01,230.11,TV
ff94a5fb-9c20-4db3-9cf9-2a35a592a578,2023-11-20,246.02,Internet
880759fb-0e9a-43c0-ac58-ff1ee3bd3285,2023-07-26,211.28,Internet
798d0a11-2269-45fc-bc61-f0b05ea50dc7,2024-03-30,295.5,Internet
5084b9f1-c7a6-4dd6-a23a-b1450d46cd51,2024-04-16,333.23,TV
20503474-6756-4d5e-8bb2-b4b8deee7d7e,2023-06-22,364.85,TV
2d851b8b-469e-4bdb-b5e7-6c7d03f4671f,2023-10-27,232.2,Phone
2ac7a9e4-9687-4c41-b0cb-bd7c5a39cf46,2021-10-20,122.61,TV
298430fd-898b-4629-b97d-bcc15bb428d1,2022-11-11,63.2,Internet
fb0fd09d-f21a-4c9b-88db-1b4e794aae65,2023-11-30,431.2,Phone
52ba785a-2816-4f5e-a43e-98c18157ad03,2023-09-13,215.7,Internet
f547a80b-8111-461a-a091-36706cee0df3,2024-05-20,57.19,TV
44e6efec-3d92-470f-b672-6cdfe3535508,2022-10-22,311.23,Internet
aaf61e8b-e411-4bef-959b-120ddf3d8191,2023-12-06,394.1,Phone
886c2842-16cb-4e35-aed9-d77634e8c431,2023-12-12,67.58,TV
b2456f46-b148-444c-bbfb-5350b0586237,2024-05-24,73.86,Phone
4d0d6c1b-0feb-4900-866b-4e729f5a8475,2024-03-14,415.49,Phone
9af5e990-a3ed-43b4-8f7f-701cd843f1ba,2024-05-30,221.43,TV
aecdb7d4-be6d-4800-9a3a-4fac983cee48,2024-03-08,438.66,Phone
30d67423-5dd7-4d12-8485-2c30f182ecf5,2023-06-02,220.19,TV
d7ec4a85-b8c8-4771-8b81-d240c68e098b,2023-03-29,386.65,TV
889d179a-574c-4065-99c6-55af1da672d8,2024-05-07,404.26,Phone
bd01b4b3-20da-494d-9c87-2763259de872,2023-09-01,57.88,Internet
e2c563b7-237c-4aac-a5be-9ec3689d8a3f,2024-05-03,243.8,Internet
7a90ff27-182c-4bef-93f9-d1776a996db6,2023-09-11,430.94,TV
f6e44a1e-8c66-45f8-baa2-5a760fec051c,2023-09-08,439.62,TV
b4c37d13-ec4b-4c89-a35e-0e99b42524be,2023-12-05,102.62,Phone
773a99fb-ee56-45ba-9ef5-832330b980d3,2022-11-25,396.82,Phone
fb0fd09d-f21a-4c9b-88db-1b4e794aae65,2023-12-09,67.74,Internet
93b55031-ef03-4f1e-9aaf-9feb484f65ec,2024-03-01,330.73,Phone
c1240c6b-e902-454e-8cf6-f0a8c916cc2b,2023-09-07,164.79,TV
f2971a8d-4415-4b80-be3b-d969daddd1b4,2023-02-05,85.84,Phone
d634f6d5-199c-4f03-9541-77183bb867a8,2023-09-20,134.28,Phone
3aaa5cef-0b3b-4487-ab6e-64bf346b92f9,2023-02-12,286.69,Phone
53b55798-2794-4c50-bcf5-0e817a0a4d8d,2023-10-13,495.98,TV
274e9a2c-d610-4f5c-be13-3d8e68303fa8,2023-11-14,109.81,Phone
a7a1ec20-6872-46ad-bcc4-023e7d9dd4f7,2024-03-23,283.21,Internet
aecdb7d4-be6d-4800-9a3a-4fac983cee48,2023-03-12,283.96,TV
9f5fd3d4-61e8-48ee-b458-1932a9d4406b,2023-09-26,494.37,Phone
097f0ff2-d3a0-42d6-96f5-8e299d92a4c7,2022-04-07,389.36,TV
0f9be489-be96-43a2-a54f-a937eabddfc8,2023-12-21,77.65,Phone
280144d9-86a7-4631-8cf0-b9b4977cccbc,2023-12-23,376.43,TV
8dd41d6d-0e2c-475f-bdd3-14e91910c21a,2023-05-09,352.66,Internet
a39eda58-29de-4e07-b5f6-13e08b9395da,2023-12-23,115.08,TV
b8b7a2f4-f338-4cee-86fa-1fca9764b1ce,2023-12-05,175.83,Phone
9306971d-d176-4392-b803-601d711296ae,2022-12-06,351.56,Phone
0b49761a-6090-4333-87fc-e73c183f7ebe,2024-05-24,88.76,Phone
ef9112ab-cdc6-4eeb-9c74-55b08d1f645f,2024-05-31,404.14,Internet
711cf4af-2ff7-49aa-a56f-a139c0ba9133,2024-05-12,463.67,TV
b057dc2f-dc78-498f-a4fb-15d381642f03,2023-08-10,41.4,Internet
aecdb7d4-be6d-4800-9a3a-4fac983cee48,2022-07-09,49.22,Internet
adeeece0-d742-48e7-9c06-05c8882c630b,2023-11-12,198.32,TV
9306971d-d176-4392-b803-601d711296ae,2023-11-23,331.53,TV
6c4fdf73-1d04-4807-8005-5b718402c35c,2024-06-07,482.13,Internet
76b26bc7-1942-41b7-a862-7298373037a7,2022-08-22,389.07,Internet
3a59ff4a-44af-401e-a2ca-e3f2b74fb2f0,2021-11-29,252.24,Internet
09ebd1b7-ac8a-43fd-a95b-d710f9d52383,2022-02-20,426.78,Phone
e5d9226b-4b9d-4f51-88be-04e115e7b769,2024-05-23,105.43,Phone
751f29a4-3f9e-4b52-a47e-d08a10e49dac,2024-04-07,262.75,Internet
a6c6158f-fe10-41c9-ad06-68e606170797,2024-05-14,93.05,Internet
6b75db8f-6b6b-4452-918a-219423b72cd8,2023-08-31,127.24,Internet
3c4869b2-4dda-4cac-9b34-c906dbdfe564,2024-04-08,87.15,TV
3da17647-3d53-4dc8-9ad3-90e282d0bd7d,2024-04-04,205.72,Phone
ad06b897-2360-43a8-b524-ac844a5ed751,2022-02-10,208.67,Internet
e7f3d7fb-e110-4c89-b9e9-8a21776b7b53,2023-06-18,17.53,Phone
2ac7a9e4-9687-4c41-b0cb-bd7c5a39cf46,2023-04-12,460.4,Phone
d707c317-9e1d-43c7-bd2d-325dd4a880be,2021-12-18,365.81,Phone
c03b3d05-513d-4f84-ad9c-d567630c1c73,2024-06-09,295.64,TV
263ead22-4afb-481a-9ba7-a38cb38f19bf,2024-05-21,409.6,Internet
f547a80b-8111-461a-a091-36706cee0df3,2023-06-15,481.9,TV
07f26c9b-680d-4a46-807c-2325a9423e45,2024-02-07,207.94,Internet
0f1580e3-07c9-46a8-a339-758cdba90ba2,2023-10-29,95.77,Phone
f2971a8d-4415-4b80-be3b-d969daddd1b4,2022-06-25,283.73,Phone
bb9f1b27-ec7b-41f1-b2c6-9d9f4881b1a6,2022-01-04,176.58,Internet
81ec7f03-0d40-4cf4-a6c7-f2af5f7b7480,2024-05-27,261.51,TV
a86dc199-8d58-4c68-881a-677a857e906d,2024-05-17,273.57,Phone
86a7321a-41eb-4940-b2d7-e82fe98d95e4,2023-07-22,350.15,TV
1e279183-8421-43b4-a1c7-30c0958267c3,2022-09-28,246.98,Internet
ef9957ae-6575-4f06-9f6c-faf076d09db2,2023-10-31,176.43,TV
812380a0-9dcd-429a-8661-efb5ae5b86a8,2024-04-08,235.75,Phone
9572a603-8733-4189-a110-83c570a1efbd,2022-07-02,23.4,Internet
bed08505-d120-4a0d-8232-62644614789f,2023-03-22,43.1,Phone
518cdc5e-f4e7-435b-bfc9-b73b4638541d,2024-04-17,497.16,Phone
0f078f84-0d12-4bdb-9701-7d8824656d43,2024-02-13,122.67,TV
f08fd851-c1fa-4a66-a326-567a43c277a6,2023-08-04,478.17,Phone
7faa6589-50bb-4410-b1c4-f16e4927d962,2023-12-10,14.76,TV
aa602a46-26a9-4b22-9341-b78dabd9ab15,2024-05-31,150.77,TV
567a77ca-d636-4077-b53c-6621b4e28b40,2024-05-17,376.91,TV
387e2c9c-f92f-45d0-8f22-93fbe4861e80,2023-01-12,281.73,Internet
48cc3fd0-cd97-4b99-bc46-b27d00e4b587,2023-08-09,163.8,Internet
20b930c5-8404-4939-b2ee-5465fd6f96ab,2024-03-15,291.12,Internet
d01490e7-ce6d-4d34-85f7-1abb90d5ffd8,2024-01-12,375.62,Internet
bc8cf893-00e1-4c37-8439-e1f9d811eb60,2022-03-09,371.19,Internet
0f9be489-be96-43a2-a54f-a937eabddfc8,2023-08-25,128.61,TV
ea96b277-5ff5-41fa-a3e3-5b758bda8497,2023-10-10,122.31,Internet
5cc5a7f2-0806-427e-8ada-4eafcc7156d1,2021-08-30,313.11,Internet
5863be55-04ff-44e6-8bfc-6ddb27a95e07,2022-07-18,62.28,Internet
bd716617-7b2d-4a42-8ee5-f83448ebee84,2021-09-15,478.33,TV
9306971d-d176-4392-b803-601d711296ae,2022-12-24,13.25,Phone
c75a6ec1-548f-4535-a606-d83e223ebf29,2023-09-18,30.71,TV
815dcee2-c0c4-4534-8e1a-be1a0042c7fa,2023-11-20,314.13,TV
570de9ea-8b9c-4644-aba2-f8e0244dd831,2024-03-30,492.83,Phone
ad0f2b99-1638-493d-b08f-249eec5702ef,2023-08-16,144.62,Internet
ffdb550c-8db1-4d20-b47f-a1713e34fb76,2022-10-13,458.84,TV
044842db-e8d7-44a6-8cf9-f0a9c07fb0c8,2021-08-23,118.83,Phone
50d19f66-ac17-4fac-9d8a-9cb004c7a97c,2023-09-26,36.53,TV
4f3ae319-6cfe-463d-acd6-0f777b42bcc7,2024-06-10,470.43,Internet
b9e701ce-e130-4ec1-bd4d-f7725d2d9859,2023-06-10,180.17,Phone
0e357a10-0fdd-410a-9f4f-cec824f5843c,2023-07-21,95.65,Internet
635793d4-0393-49fd-abb5-14f599a623f3,2023-10-28,263.92,TV
f0a9d4b6-04b8-434d-87cf-1493e442d2b9,2023-10-23,14.13,Phone
01d93000-5eaf-498d-8c8c-9c64556b732d,2024-01-05,195.92,Internet
1e0fd867-3f33-4b5b-b4bb-3593a4081f15,2024-04-14,187.19,TV
495a5584-3696-4dd9-93a8-e25675d4c648,2024-05-16,278.8,Internet
909000d2-f55b-4ed4-b289-4cab77fd2d98,2023-07-04,240.96,Phone
59a415e5-b8f3-42a1-8fae-b556810203fa,2023-11-12,189.3,TV
6fa0af98-0dcb-4156-b771-edce6f8bf636,2021-11-25,113.16,Phone
886c2842-16cb-4e35-aed9-d77634e8c431,2024-05-07,192.43,TV
0d78264b-62aa-4884-9b77-e93b8e9a590c,2022-06-18,230.86,Phone
d68d04d2-f3d8-4f16-9334-a98659955168,2023-02-07,489.84,Phone
